part,prov,first_ship,last_ship,partprov
102536,AB,2025-05-12,2025-06-16,102536AB
102536,BC,2025-04-21,2025-05-26,102536BC
102536,NL,2025-05-12,2025-05-12,102536NL
102536,ON,2025-05-05,2025-06-09,102536ON
102536,SK,2025-06-02,2025-06-02,102536SK
102551,AB,2025-06-16,2025-06-16,102551AB
102551,MB,2025-04-28,2025-06-02,102551MB
102551,NU,2025-05-05,2025-05-05,102551NU
102551,ON,2025-04-14,2025-06-16,102551ON
102551,SK,2025-05-05,2025-05-05,102551SK
102555,BC,2025-03-24,2025-05-19,102555BC
102555,MB,2025-04-28,2025-06-09,102555MB
102555,ON,2025-04-07,2025-06-16,102555ON
102556,PE,2025-06-16,2025-06-16,102556PE
102562,AB,2025-05-05,2025-06-09,102562AB
102562,BC,2025-04-21,2025-06-02,102562BC
102562,NL,2025-04-28,2025-06-16,102562NL
102562,NU,2025-05-05,2025-05-05,102562NU
102562,ON,2025-04-14,2025-06-16,102562ON
102562,SK,2025-05-05,2025-06-02,102562SK
102563,AB,2025-05-05,2025-06-09,102563AB
102563,NS,2025-05-19,2025-06-16,102563NS
102563,ON,2025-05-12,2025-06-16,102563ON
102563,PE,2025-05-05,2025-05-05,102563PE
102563,SK,2025-06-02,2025-06-02,102563SK
102594,AB,2025-05-26,2025-05-26,102594AB
102594,MB,2025-05-26,2025-06-09,102594MB
102594,ON,2025-06-16,2025-06-16,102594ON
102594,SK,2025-06-09,2025-06-09,102594SK
102595,AB,2025-05-26,2025-05-26,102595AB
102595,MB,2025-04-28,2025-05-26,102595MB
102595,NL,2025-05-19,2025-06-16,102595NL
102595,NS,2025-04-21,2025-06-16,102595NS
102595,NU,2025-05-05,2025-06-09,102595NU
102595,ON,2025-06-16,2025-06-16,102595ON
102595,SK,2025-05-05,2025-06-09,102595SK
102600,AB,2025-05-26,2025-06-09,102600AB
102600,BC,2025-04-28,2025-06-16,102600BC
102600,MB,2025-06-16,2025-06-16,102600MB
102600,ON,2025-04-14,2025-06-16,102600ON
102600,SK,2025-04-07,2025-04-14,102600SK
102602,AB,2025-05-26,2025-06-09,102602AB
102602,BC,2025-04-28,2025-06-16,102602BC
102602,MB,2025-05-12,2025-05-26,102602MB
102602,NL,2025-05-19,2025-06-16,102602NL
102602,ON,2025-04-14,2025-06-16,102602ON
102602,SK,2025-04-14,2025-06-02,102602SK
102604,AB,2025-06-02,2025-06-02,102604AB
102604,SK,2025-06-02,2025-06-02,102604SK
102616,QC,2025-04-28,2025-06-16,102616QC
102617,MB,2025-04-28,2025-06-16,102617MB
102617,NL,2025-04-21,2025-04-21,102617NL
102617,NS,2025-03-24,2025-06-02,102617NS
102617,NU,2025-05-05,2025-05-05,102617NU
102617,SK,2025-05-05,2025-06-09,102617SK
102618,MB,2025-04-28,2025-06-09,102618MB
102618,ON,2025-04-14,2025-04-28,102618ON
102618,SK,2025-05-05,2025-05-05,102618SK
102619,MB,2025-04-28,2025-06-09,102619MB
102619,ON,2025-04-14,2025-05-12,102619ON
102619,SK,2025-05-05,2025-05-05,102619SK
102620,AB,2025-05-12,2025-06-09,102620AB
102620,BC,2025-05-05,2025-05-05,102620BC
102620,NL,2025-05-19,2025-05-19,102620NL
102620,PE,2025-05-05,2025-05-19,102620PE
102620,SK,2025-06-02,2025-06-02,102620SK
102625,AB,2025-05-05,2025-06-16,102625AB
102625,MB,2025-04-28,2025-06-16,102625MB
102625,NU,2025-06-09,2025-06-09,102625NU
102625,ON,2025-04-14,2025-06-09,102625ON
102625,SK,2025-05-05,2025-06-09,102625SK
102626,AB,2025-05-05,2025-06-09,102626AB
102626,MB,2025-04-28,2025-06-16,102626MB
102626,NU,2025-06-09,2025-06-09,102626NU
102626,ON,2025-04-14,2025-06-16,102626ON
102626,SK,2025-05-05,2025-06-16,102626SK
102627,AB,2025-05-05,2025-06-09,102627AB
102627,BC,2025-05-19,2025-05-19,102627BC
102627,MB,2025-04-28,2025-06-16,102627MB
102627,ON,2025-04-07,2025-06-16,102627ON
102627,SK,2025-05-05,2025-05-05,102627SK
102628,AB,2025-05-05,2025-06-09,102628AB
102628,MB,2025-04-28,2025-06-16,102628MB
102628,ON,2025-04-07,2025-06-16,102628ON
102628,SK,2025-05-05,2025-05-05,102628SK
102629,AB,2025-05-05,2025-06-09,102629AB
102629,NL,2025-04-21,2025-06-02,102629NL
102629,ON,2025-05-12,2025-06-16,102629ON
102629,SK,2025-05-05,2025-06-02,102629SK
102630,AB,2025-05-05,2025-06-09,102630AB
102630,BC,2025-06-02,2025-06-02,102630BC
102630,ON,2025-05-12,2025-06-16,102630ON
102630,SK,2025-05-05,2025-06-02,102630SK
102631,AB,2025-05-12,2025-06-09,102631AB
102631,BC,2025-06-02,2025-06-02,102631BC
102631,NL,2025-06-02,2025-06-02,102631NL
102631,SK,2025-06-02,2025-06-02,102631SK
102635,QC,2025-04-14,2025-06-16,102635QC
102643,ON,2025-04-14,2025-06-16,102643ON
102644,AB,2025-05-26,2025-05-26,102644AB
102644,PE,2025-06-16,2025-06-16,102644PE
102652,QC,2025-04-28,2025-06-16,102652QC
102667,AB,2025-05-05,2025-05-05,102667AB
102667,BC,2025-06-09,2025-06-09,102667BC
102667,PE,2025-04-21,2025-04-21,102667PE
102668,AB,2025-05-26,2025-06-09,102668AB
102668,BC,2025-05-26,2025-06-16,102668BC
102668,ON,2025-04-14,2025-06-16,102668ON
102668,PE,2025-04-28,2025-06-16,102668PE
102682,AB,2025-05-05,2025-06-02,102682AB
102682,BC,2025-05-26,2025-05-26,102682BC
102682,NL,2025-04-21,2025-04-21,102682NL
102682,ON,2025-04-14,2025-06-16,102682ON
102682,PE,2025-04-21,2025-05-05,102682PE
102683,AB,2025-05-19,2025-06-16,102683AB
102683,ON,2025-04-14,2025-06-09,102683ON
102683,PE,2025-04-28,2025-06-16,102683PE
102766,BC,2025-03-17,2025-06-02,102766BC
102767,BC,2025-03-24,2025-06-16,102767BC
PG03637,QC,2023-10-16,2025-06-16,PG03637QC
PG03698,QC,2024-04-29,2024-08-26,PG03698QC
PG03742,QC,2024-10-07,2025-06-16,PG03742QC
PG03743,QC,2024-10-21,2025-05-12,PG03743QC
PG03776,QC,2025-04-28,2025-04-28,PG03776QC
PG03778,QC,2025-04-14,2025-06-02,PG03778QC
